"","Assay","OlinkID","UniProt","Panel","estimate","Healthy Control","Sporadic","statistic","p.value","parameter","conf.low","conf.high","method","alternative","Adjusted_pval","Threshold","Comparison","EVENT_ID","RBD +/- Hyposomia"
"5131","LIFR","OID20606","P42702","Inflammation",0.00459822784810116,0.682158227848101,NA,0.074040224155204,0.941523150491383,27.0524520844262,-0.122818030658498,0.1320144863547,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.67756
"5132","GZMA","OID20663","P12544","Inflammation",-0.0085629166666667,0.25630375,NA,-0.0739782985570154,0.941659435458749,23.287842188939,-0.247844379423724,0.230718546090391,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.264866666666667
"5133","CLEC4A","OID20573","Q9UMR7","Inflammation",-0.0120431223628692,0.233383544303797,NA,-0.073773371705948,0.942044508244959,17.1469294547892,-0.356234953583596,0.332148708857857,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.245426666666667
"5134","IL24","OID20440","Q13007","Inflammation",0.0218334586466166,0.791976315789474,NA,0.0712407096367726,0.943910046482284,20.106318146068,-0.61724443798402,0.660911355277253,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.770142857142857
"5135","ARHGEF12","OID20554","Q9NZN5","Inflammation",0.0242771308016883,4.22960379746835,NA,0.0585452917589457,0.95382921580846,22.5849374041744,-0.834411754358637,0.882966015962014,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",4.20532666666667
"5136","IL7","OID20535","P13232","Inflammation",-0.013040253164557,1.78967974683544,NA,-0.0523113008170182,0.958740702059491,22.57943609897,-0.529250866139446,0.503170359810332,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",1.80272
"5137","GBP2","OID20489","P32456","Inflammation",0.0186112781954887,-0.718331578947368,NA,0.0512543805037179,0.959754449655559,16.0716822922444,-0.750881007299489,0.788103563690466,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",-0.736942857142857
"5138","PADI2","OID20467","Q9Y2J8","Inflammation",0.0211817669172933,0.207346052631579,NA,0.0482685561391226,0.962048341790138,17.5154462708545,-0.902600781443381,0.944964315277968,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.186164285714286
"5139","SULT2A1","OID20508","Q06520","Inflammation",0.00786075949367082,-0.670339240506329,NA,0.0460850163691156,0.963581813083863,26.9881609468057,-0.342128858671985,0.357850377659326,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",-0.6782
"5140","CD200","OID20603","P41217","Inflammation",-0.00378995780590718,0.54423670886076,NA,-0.044476735657639,0.964910656205552,22.8585354087379,-0.180125082721229,0.172545167109415,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.548026666666667
"5141","NUB1","OID20510","Q9Y5A7","Inflammation",0.0196816033755274,1.15289493670886,NA,0.0429619148225965,0.966209024609187,17.8426132175003,-0.943396373557294,0.982759580308349,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",1.13321333333333
"5142","CTRC","OID20752","Q99895","Inflammation",0.00837189873417721,0.791751898734177,NA,0.0312470779629933,0.975430479418769,17.2845946046574,-0.556193984313653,0.572937781782008,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.78338
"5143","CXCL3","OID20788","P19876","Inflammation",0.00734126582278494,3.27910126582278,NA,0.0290005872699736,0.977028207861759,35.139500447306,-0.506491336825684,0.521173868471254,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",3.27176
"5144","STX8","OID20531","Q9UNK0","Inflammation",0.00762869198312233,1.58296202531646,NA,0.0281003371108045,0.977843911722131,21.2866935015304,-0.556483161022022,0.571740544988267,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",1.57533333333333
"5145","PRELP","OID20766","P51888","Inflammation",0.00386911392405065,0.670629113924051,NA,0.0278954216247738,0.978089802348312,16.034544553865,-0.290111716314109,0.29784994416221,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.66676
"5146","EDAR","OID20525","Q9UNE0","Inflammation",-0.00694523206751052,2.21354810126582,NA,-0.0264058511707183,0.979118137686037,28.4257710331244,-0.545351243534073,0.531460779399052,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",2.22049333333333
"5147","FOXO1","OID20515","Q12778","Inflammation",0.00810978902953563,2.7824164556962,NA,0.0232896544297475,0.981643560221428,20.5805089899913,-0.716941146948316,0.733160725007387,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",2.77430666666667
"5148","REG4","OID20784","Q9BYZ8","Inflammation",0.00196641350210969,0.557279746835443,NA,0.0166754186317599,0.986837107060244,23.3698486523818,-0.241762218737763,0.245695045741982,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.555313333333333
"5149","PRKCQ","OID20468","Q04759","Inflammation",-0.00293251879699252,0.473696052631579,NA,-0.016459116075181,0.987067154410205,16.3618388630144,-0.379958077840122,0.374093040246137,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.476628571428571
"5150","CXCL6","OID20613","P80162","Inflammation",0.0031874999999999,1.5202075,NA,0.0157484218825989,0.987520298691902,36.7443873417316,-0.407012672409523,0.413387672409523,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",1.51702
"5151","IL22RA1","OID20449","Q8N6P7","Inflammation",0.00251109022556389,0.352553947368421,NA,0.0146807194341229,0.988447704496094,18.0784300571105,-0.356733206591752,0.36175538704288,"Welch Two Sample t-test","two.sided",0.991141022491996,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.350042857142857
"5152","JCHAIN","OID20494","P01591","Inflammation",0.00151766917293231,0.148360526315789,NA,0.0106062090463037,0.991653305469538,18.1556789163098,-0.298923891653087,0.301959229998952,"Welch Two Sample t-test","two.sided",0.991653305469538,"Non-significant","Healthy Control vs RBD +/- Hyposomia","V06",0.146842857142857
"5153","MEPE","OID20753","Q9NQ76","Inflammation",-0.404422926829268,NA,0.600517073170732,5.08146551146863,5.04484792383855e-06,52.6675843709577,0.244766387613111,0.564079466045425,"Welch Two Sample t-test","two.sided",0.00185650403597259,"Significant","Sporadic vs RBD +/- Hyposomia","V06",1.00494
"5154","IL10","OID20431","P22301","Inflammation",-2.27700087108014,NA,-1.45443658536585,4.27336906869127,9.5062233600514e-05,46.2861863825166,1.20463844636528,3.349363295795,"Welch Two Sample t-test","two.sided",0.0144102308346896,"Significant","Sporadic vs RBD +/- Hyposomia","V06",0.822564285714286
"5155","ITGA6","OID20528","P23229","Inflammation",0.918964561403509,NA,-0.973242105263158,-4.22738389796828,0.000117474707891492,43.9936208026435,-1.35707451520615,-0.480854607600868,"Welch Two Sample t-test","two.sided",0.0144102308346896,"Significant","Sporadic vs RBD +/- Hyposomia","V06",-1.89220666666667
"5156","MLN","OID20541","P12872","Inflammation",-1.02664947368421,NA,1.44531052631579,4.12590993495536,0.000171004471890967,41.9806559607901,0.524483688486601,1.52881525888182,"Welch Two Sample t-test","two.sided",0.0147045570920549,"Significant","Sporadic vs RBD +/- Hyposomia","V06",2.47196
"5157","CCL22","OID20765","O00626","Inflammation",0.720385691056911,NA,0.720839024390244,-3.99798828548177,0.000199790177881181,52.7509982283603,-1.08183496102346,-0.358936421090364,"Welch Two Sample t-test","two.sided",0.0147045570920549,"Significant","Sporadic vs RBD +/- Hyposomia","V06",0.000453333333333324
"5158","PTH1R","OID20571","Q03431","Inflammation",-0.652372105263158,NA,0.503407894736842,3.83347812117592,0.000356028444876386,49.751434888581,0.310518019173092,0.994226191353224,"Welch Two Sample t-test","two.sided",0.0172701526889524,"Significant","Sporadic vs RBD +/- Hyposomia","V06",1.15578
"5159","CCL26","OID20546","Q9Y258","Inflammation",1.00544719298246,NA,1.22106052631579,-3.81301641170256,0.000371693938083296,50.9891984257659,-1.53482593959282,-0.476068446372091,"Welch Two Sample t-test","two.sided",0.0172701526889524,"Significant","Sporadic vs RBD +/- Hyposomia","V06",0.215613333333333
"5160","PCDH1","OID20614","Q08174","Inflammation",-0.183012195121951,NA,0.274587804878049,4.00564481030573,0.000375438101933749,30.0308768687246,0.0897077038465028,0.2763166863974,"Welch Two Sample t-test","two.sided",0.0172701526889524,"Significant","Sporadic vs RBD +/- Hyposomia","V06",0.4576
"5161","CD4","OID20584","P01730","Inflammation",-0.380857894736842,NA,0.344142105263158,3.73965433132019,0.000478274949827472,49.5841789604644,0.176257547266095,0.58545824220759,"Welch Two Sample t-test","two.sided",0.0195561312818344,"Significant","Sporadic vs RBD +/- Hyposomia","V06",0.725
"5162","LY75","OID20580","O60449","Inflammation",-0.449395087719298,NA,0.501031578947368,3.72739174121292,0.000553514470829489,43.6028304038659,0.206348630760083,0.692441544678513,"Welch Two Sample t-test","two.sided",0.0203693325265252,"Significant","Sporadic vs RBD +/- Hyposomia","V06",0.950426666666667
"5163","BID","OID20517","P55957","Inflammation",1.23707175438596,NA,-0.457881578947369,-3.60503833245044,0.000709034529620139,50.969949080889,-1.92598557445189,-0.548157934320035,"Welch Two Sample t-test","two.sided",0.0237204279000192,"Significant","Sporadic vs RBD +/- Hyposomia","V06",-1.69495333333333
"5164","ITGB6","OID20493","P18564","Inflammation",-0.484737282229965,NA,0.245534146341463,3.89998574205572,0.000815006313002345,21.1695433956928,0.22638377381641,0.74309079064352,"Welch Two Sample t-test","two.sided",0.0249935269320719,"Significant","Sporadic vs RBD +/- Hyposomia","V06",0.730271428571429
"5165","WNT9A","OID20460","O14904","Inflammation",-0.507231010452962,NA,1.19299756097561,3.46236596199948,0.00121537099123447,43.4066804985236,0.211868893837798,0.802593127068125,"Welch Two Sample t-test","two.sided",0.0344043480595603,"Significant","Sporadic vs RBD +/- Hyposomia","V06",1.70022857142857
"5166","MMP1","OID20672","P03956","Inflammation",-1.1292512195122,NA,2.2040487804878,3.38013219675046,0.00135234156225629,53.9850179285571,0.459447010889902,1.79905542813449,"Welch Two Sample t-test","two.sided",0.0355472639221653,"Significant","Sporadic vs RBD +/- Hyposomia","V06",3.3333
"5167","IL17D","OID20481","Q8TAD2","Inflammation",-0.283914808362369,NA,1.22177804878049,3.40985250850666,0.00149148626521534,40.1996683692571,0.115659887415778,0.45216972930896,"Welch Two Sample t-test","two.sided",0.0365911297066163,"Significant","Sporadic vs RBD +/- Hyposomia","V06",1.50569285714286
"5168","ENPP5","OID20736","Q9UJA9","Inflammation",-0.413575284552846,NA,0.141078048780488,3.36548971508483,0.00161775481239555,42.979784629192,0.165746449642551,0.66140411946314,"Welch Two Sample t-test","two.sided",0.036640889602112,"Significant","Sporadic vs RBD +/- Hyposomia","V06",0.554653333333333
"5169","RAB6A","OID20608","P20340","Inflammation",0.644303157894737,NA,-0.524136842105263,-3.31513002553344,0.00171190389860256,49.9073866037336,-1.03468919802916,-0.253917117760316,"Welch Two Sample t-test","two.sided",0.036640889602112,"Significant","Sporadic vs RBD +/- Hyposomia","V06",-1.16844
"5170","IL20","OID20453","Q9NYY1","Inflammation",-0.638029442508711,NA,-0.352936585365854,3.32901657591582,0.00179974076214746,42.809042493487,0.251466331903708,1.02459255311371,"Welch Two Sample t-test","two.sided",0.036640889602112,"Significant","Sporadic vs RBD +/- Hyposomia","V06",0.285092857142857
"5171","IL1B","OID20427","P01584","Inflammation",1.0277331010453,NA,-0.412409756097561,-3.41210094639225,0.00194942797266304,28.4879899449565,-1.64424252320058,-0.411223678890012,"Welch Two Sample t-test","two.sided",0.036640889602112,"Significant","Sporadic vs RBD +/- Hyposomia","V06",-1.44014285714286
"5172","CCL11","OID20668","P51671","Inflammation",-0.438592520325203,NA,0.215634146341463,3.3261639767221,0.00199135269576696,37.1536620026009,0.171453311645004,0.705731729005403,"Welch Two Sample t-test","two.sided",0.036640889602112,"Significant","Sporadic vs RBD +/- Hyposomia","V06",0.654226666666667
"5173","LAIR1","OID20737","Q6GTX8","Inflammation",-0.280114308943089,NA,0.476839024390244,3.15189072184219,0.00303457402323863,40.8672552451827,0.100616292561488,0.459612325324691,"Welch Two Sample t-test","two.sided",0.0508627224530973,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.756953333333333
"5174","SLAMF7","OID20602","Q9NQ25","Inflammation",0.578104210526316,NA,0.327184210526316,-3.12686293831801,0.00304070623360908,46.6208328764089,-0.950120962970478,-0.206087458082153,"Welch Two Sample t-test","two.sided",0.0508627224530973,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",-0.25092
"5175","PGF","OID20673","P49763","Inflammation",-0.287355609756098,NA,0.569824390243902,3.29960469623968,0.00324960790069456,22.1120404332243,0.106799425054441,0.467911794457754,"Welch Two Sample t-test","two.sided",0.051993726411113,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.85718
"5176","TNFSF11","OID20592","O14788","Inflammation",-0.700833684210526,NA,-0.0423736842105262,3.10253498942846,0.00378649655983797,34.9314169552692,0.242219071775739,1.15944829664531,"Welch Two Sample t-test","two.sided",0.0580596139175155,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.65846
"5177","ICAM4","OID20578","Q14773","Inflammation",-0.353014912280702,NA,0.108318421052632,2.99053311694559,0.00478706213497938,39.3236174778481,0.114310909545987,0.591718915015417,"Welch Two Sample t-test","two.sided",0.0683856671514986,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.461333333333333
"5178","CD276","OID20680","Q5ZPR3","Inflammation",-0.316536585365854,NA,0.697163414634146,3.02548426444006,0.00483159604874718,32.4113710937534,0.103531633062998,0.529541537668709,"Welch Two Sample t-test","two.sided",0.0683856671514986,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.0137
"5179","TPSAB1","OID20642","Q15661","Inflammation",-0.502998211382114,NA,-0.0420048780487804,2.96721317817168,0.00509715352855832,39.2504452418941,0.160184151623716,0.845812271140511,"Welch Two Sample t-test","two.sided",0.0694723147596098,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.460993333333333
"5180","IL13","OID20430","P35225","Inflammation",1.29090069686411,NA,-2.54417073170732,-2.8642091245116,0.00600621474428679,52.258203124004,-2.19519121256983,-0.38661018115839,"Welch Two Sample t-test","two.sided",0.0781876763782168,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",-3.83507142857143
"5181","BTN2A1","OID20713","Q7KYR7","Inflammation",-0.275571056910569,NA,0.389875609756098,2.90518216644902,0.00630202531845701,35.2448612275514,0.0830529800675412,0.468089133753597,"Welch Two Sample t-test","two.sided",0.0781876763782168,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.665446666666667
"5182","SIGLEC10","OID20537","Q96LC7","Inflammation",-0.353825438596491,NA,0.540607894736842,2.92816771545415,0.00653586783871,29.2999415666256,0.106799754942921,0.600851122250061,"Welch Two Sample t-test","two.sided",0.0781876763782168,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.894433333333333
"5183","OMD","OID20725","Q99983","Inflammation",-0.420472032520325,NA,0.511614634146341,2.92063456962211,0.00658646186881718,29.8950224016047,0.12641096608699,0.714533098953661,"Welch Two Sample t-test","two.sided",0.0781876763782168,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.932086666666667
"5184","TNFSF12","OID20624","O43508","Inflammation",-0.324096260162602,NA,0.815317073170732,2.7944837108071,0.00754114477366757,46.257855922938,0.0906814745487109,0.557511045776492,"Welch Two Sample t-test","two.sided",0.086723164897177,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.13941333333333
"5185","CCL24","OID20772","O00175","Inflammation",-0.889646504065041,NA,0.377826829268293,2.85482588014801,0.00801449020872412,28.0249510893863,0.251329059606441,1.52796394852364,"Welch Two Sample t-test","two.sided",0.0893737089942568,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.26747333333333
"5186","TPP1","OID20750","O14773","Inflammation",0.295840975609756,NA,0.349560975609756,-2.7389919199839,0.00846163693364342,51.1467854530203,-0.512666791854359,-0.079015159365153,"Welch Two Sample t-test","two.sided",0.0915847762229641,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.05372
"5187","LY6D","OID20708","Q14210","Inflammation",-0.34864081300813,NA,0.353265853658537,2.84058059284755,0.00921186346605681,23.2138702289345,0.0948719256010426,0.602409700415218,"Welch Two Sample t-test","two.sided",0.095999810816,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.701906666666667
"5188","CXCL8","OID20631","P10145","Inflammation",-0.454107804878049,NA,1.05771219512195,2.74614377052094,0.00948565241052722,34.7468064694128,0.118317646847999,0.789897962908098,"Welch Two Sample t-test","two.sided",0.095999810816,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.51182
"5189","NTF3","OID20591","P20783","Inflammation",0.466636140350877,NA,0.31618947368421,-2.68083969147865,0.00987602730520419,50.8343767571863,-0.81611069440535,-0.117161586296405,"Welch Two Sample t-test","two.sided",0.095999810816,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",-0.150446666666667
"5190","CXCL14","OID20458","O95715","Inflammation",-0.636465156794425,NA,1.18166341463415,2.68416432446051,0.0101535615675236,44.8078946435959,0.158827358701147,1.1141029548877,"Welch Two Sample t-test","two.sided",0.095999810816,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.81812857142857
"5191","IL4R","OID20576","P24394","Inflammation",-0.385075438596491,NA,1.25645789473684,2.76044230565868,0.0104883872873221,25.7649713984211,0.0982063878948028,0.67194448929818,"Welch Two Sample t-test","two.sided",0.095999810816,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.64153333333333
"5192","HLA-E","OID20532","P13747","Inflammation",-0.248865087719298,NA,0.573681578947368,2.74278270562175,0.0106900363962372,26.9735788184262,0.0626846859804747,0.435045489458122,"Welch Two Sample t-test","two.sided",0.095999810816,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.822546666666667
"5193","ISM1","OID20538","B1AKI9","Inflammation",-0.351384561403509,NA,0.735842105263158,2.68811663401228,0.0106956310963478,37.1096975919094,0.0865516643341191,0.616217458472898,"Welch Two Sample t-test","two.sided",0.095999810816,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.08722666666667
"5194","CXCL9","OID20675","Q07325","Inflammation",-0.476025203252032,NA,0.839041463414634,2.6341217138134,0.0114585274951513,45.9279072742753,0.112249444068972,0.839800962435093,"Welch Two Sample t-test","two.sided",0.0991773575350706,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.31506666666667
"5195","TIMP3","OID20684","P35625","Inflammation",0.905570243902439,NA,1.96669024390244,-2.61802261243673,0.0115886586250218,51.4412576190908,-1.59984597431908,-0.211294513485794,"Welch Two Sample t-test","two.sided",0.0991773575350706,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.06112
"5196","MERTK","OID20657","Q12866","Inflammation",-0.216615772357724,NA,0.94609756097561,2.62061816812056,0.0129755424039765,34.3912247770426,0.0487043090330538,0.384527235682393,"Welch Two Sample t-test","two.sided",0.108522718287803,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.16271333333333
"5197","IL1A","OID20488","P01583","Inflammation",0.501321428571429,NA,0.332,-2.55800551340968,0.0134594134526015,52.3634354280397,-0.894521861931081,-0.108120995211776,"Welch Two Sample t-test","two.sided",0.109145670108262,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",-0.169321428571429
"5198","PRDX5","OID20644","P30044","Inflammation",1.17047170731707,NA,1.59503170731707,-2.58699790280336,0.0136432087635327,37.9177560335018,-2.08646196772819,-0.254481446905954,"Welch Two Sample t-test","two.sided",0.109145670108262,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.42456
"5199","CRIM1","OID20701","Q9NZV1","Inflammation",-0.203819349593496,NA,0.813307317073171,2.57277125388235,0.0158709934155658,27.1445089590334,0.0413102999298641,0.366328399257128,"Welch Two Sample t-test","two.sided",0.124266501636771,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.01712666666667
"5200","PON3","OID20777","Q15166","Inflammation",-0.226680162601626,NA,0.686373170731707,2.47253514445422,0.0176680624251018,40.8700467316072,0.0415122846859401,0.411848040517312,"Welch Two Sample t-test","two.sided",0.133484803003628,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.913053333333333
"5201","NCR1","OID20566","O76036","Inflammation",-0.386018947368421,NA,0.383121052631579,2.5580510627366,0.0177737917042874,22.439787484537,0.073419402813965,0.698618491922877,"Welch Two Sample t-test","two.sided",0.133484803003628,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.76914
"5202","IFNGR1","OID20678","P15260","Inflammation",-0.227353008130081,NA,0.357553658536585,2.46716080651402,0.0189581724309535,33.1235738883576,0.039895577337247,0.414810438922916,"Welch Two Sample t-test","two.sided",0.139532149091818,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.584906666666667
"5203","IL5","OID20472","P05113","Inflammation",-1.88521324041812,NA,-2.10795609756098,2.38781153575363,0.0215523495584218,41.7513902650826,0.29162615852004,3.4788003223162,"Welch Two Sample t-test","two.sided",0.154731169377325,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",-0.222742857142857
"5204","CCL13","OID20655","Q99616","Inflammation",-0.488556422764228,NA,1.06309024390244,2.42188386497538,0.0218641869772307,29.2457107734982,0.0761313809691562,0.900981464559299,"Welch Two Sample t-test","two.sided",0.154731169377325,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.55164666666667
"5205","CLEC7A","OID20636","Q9BXN2","Inflammation",-0.335857073170732,NA,0.255382926829268,2.47911646333483,0.0224617353898872,19.4809467870011,0.052778736431555,0.618935409909908,"Welch Two Sample t-test","two.sided",0.155960728744877,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.59124
"5206","NPPC","OID20568","P23582","Inflammation",-0.47021649122807,NA,0.907036842105263,2.37969079598018,0.02541687716747,24.5759760085423,0.0629043593241356,0.877528623132005,"Welch Two Sample t-test","two.sided",0.173211311067203,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.37725333333333
"5207","MMP10","OID20687","P09238","Inflammation",-0.568728292682927,NA,0.153231707317073,2.3269070258965,0.0272371597568266,28.7019765417541,0.068620297839216,1.06883628752664,"Welch Two Sample t-test","two.sided",0.182241359827494,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.72196
"5208","IL2RB","OID20450","P14784","Inflammation",-0.474489024390244,NA,0.296960975609756,2.31403668483456,0.0283565924725925,27.5295450680129,0.0541432468820958,0.894834801898392,"Welch Two Sample t-test","two.sided",0.186343321962751,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.77145
"5209","IL17C","OID20477","Q9P0M4","Inflammation",-0.708326655052265,NA,0.834780487804878,2.35835758188298,0.0303774760473127,17.2829623807482,0.0754383446184776,1.34121496548605,"Welch Two Sample t-test","two.sided",0.196121248866861,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.54310714285714
"5210","PLAUR","OID20764","Q03405","Inflammation",-0.275369430894309,NA,0.376243902439024,2.25414185776348,0.0332782901130786,24.7929144251589,0.0236664384311658,0.527072423357452,"Welch Two Sample t-test","two.sided",0.205333741615982,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.651613333333333
"5211","CLEC4D","OID20609","Q8WXI8","Inflammation",-0.515033684210526,NA,0.831026315789474,2.20261378580164,0.0335963578541712,39.0186582427871,0.042078309015421,0.987989059405632,"Welch Two Sample t-test","two.sided",0.205333741615982,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.34606
"5212","TNFRSF4","OID20653","P43489","Inflammation",-0.298161788617886,NA,0.45020487804878,2.26571943545363,0.0343409415495843,20.6698448190965,0.024224518342249,0.572099058893524,"Welch Two Sample t-test","two.sided",0.205333741615982,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.748366666666667
"5213","IL1RN","OID20700","P18510","Inflammation",0.382091219512195,NA,-0.645348780487805,-2.1963494702728,0.034379180443242,37.1821918458665,-0.734522529151497,-0.0296599098728927,"Welch Two Sample t-test","two.sided",0.205333741615982,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",-1.02744
"5214","CD58","OID20716","P19256","Inflammation",-0.141456910569106,NA,0.204109756097561,2.16799142836147,0.0345942716853013,53.8921014987815,0.0106367278135873,0.272277093324624,"Welch Two Sample t-test","two.sided",0.205333741615982,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.345566666666667
"5215","YTHDF3","OID20478","Q7Z739","Inflammation",1.18202961672474,NA,1.88864390243902,-2.22735403250055,0.0359433278145094,23.1126273758193,-2.27954503884072,-0.0845141946087584,"Welch Two Sample t-test","two.sided",0.209504112048853,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.706614285714286
"5216","C1QA","OID20654","P02745","Inflammation",-0.144851382113821,NA,0.362721951219512,2.20508981575555,0.0364354977476266,26.1650123450581,0.00986598873509812,0.279836775492544,"Welch Two Sample t-test","two.sided",0.209504112048853,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.507573333333333
"5217","HCLS1","OID20648","P14317","Inflammation",0.796879837398374,NA,0.750173170731707,-2.16700960711066,0.0372628651288809,34.3264782727687,-1.54394045000192,-0.0498192247948319,"Welch Two Sample t-test","two.sided",0.21096514411428,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",-0.0467066666666667
"5218","FGF19","OID20715","O95750","Inflammation",-0.467292195121951,NA,-0.554112195121951,2.17171921626057,0.0395305592565105,25.097060512378,0.0242249735355243,0.910359416708378,"Welch Two Sample t-test","two.sided",0.220412815248422,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",-0.08682
"5219","SCGB1A1","OID20688","P11684","Inflammation",-0.424278699186992,NA,0.709714634146341,2.13211623046457,0.0409242180285919,31.3929779636947,0.018633229755862,0.829924168618122,"Welch Two Sample t-test","two.sided",0.224777794545102,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.13399333333333
"5220","IL17RB","OID20585","Q9NRM6","Inflammation",-0.324983859649123,NA,0.70798947368421,2.11625356313232,0.0418348329106452,33.5054731639168,0.012731151097656,0.63723656820059,"Welch Two Sample t-test","two.sided",0.225352223111608,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",1.03297333333333
"5221","BSG","OID20626","P35613","Inflammation",-0.146101138211382,NA,0.150612195121951,2.13674517667012,0.0422535418334265,25.8499191626179,0.00551344588874344,0.286688830534021,"Welch Two Sample t-test","two.sided",0.225352223111608,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",0.296713333333333
"5222","ITM2A","OID20504","O43736","Inflammation",-0.547691754385965,NA,2.60318157894737,2.10232907718323,0.0433364901027005,32.5849545314359,0.0174100318658631,1.07797347690607,"Welch Two Sample t-test","two.sided",0.227826119397054,"Non-significant","Sporadic vs RBD +/- Hyposomia","V06",3.15087333333333
